id,date,to user account,to user account id,to eth address,from user account,from user account id,from eth address,reason,source id,source name,score 1,score 2,score 3,duplicate id 1,duplicate id 2,duplicate id 3,dismissed 1,dismissed 2,dismissed 3,quantifier 1 username,quantifier 1 eth address,quantifier 2 username,quantifier 2 eth address,quantifier 3 username,quantifier 3 eth address,avg score
6414454065b606599e16bc91,2023-03-17T11:47:28,toraif#4775,6346d0568622e4e2bd2636b4,0xe628534EAaFD27ae8C98e02967586fAD4cc70152,moeshehab#0,6335665be8278ae0cf33c8ff,0xd49B1e6F160F55d5Bb68a146269446D70B577faF,For jumping back in after a long absence 😎,DISCORD:679428761438912522:955413352224555069,DISCORD:Giveth:%F0%9F%A4%96%E2%94%8Bdevops,3,5,1,,,,false,false,false,clarazi,0xa9ccD6b0919e43FD7CFC990572E43c3CF6a17397,freshelle,0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6,karmaticacid,0xC46c67Bb7E84490D7EbdD0b8ecDaca68Cf3823F4,3
64149ae865b606599e16bca0,2023-03-17T17:52:56,nikolacreatrix#0,63331e93144cdd9b89d1232a,0x9924285ff2207D6e36642B6832A515A6a3aedCAB,hanners717#0,6335b56e8622e4e2bd1f1bff,0x711CDABCFdEDEf2c82D9dA533268D8bB6b7468f8,for her fantastic and in depth feedback and suggestions to improve our peer review feedback form!,DISCORD:679428761438912522:823570903219568700,DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise,13,21,13,,,,false,false,false,clarazi,0xa9ccD6b0919e43FD7CFC990572E43c3CF6a17397,divine_comedian,0x826976d7C600d45FB8287CA1d7c76FC8eb732030,karmaticacid,0xC46c67Bb7E84490D7EbdD0b8ecDaca68Cf3823F4,15.666666666666666
6414c66e65b606599e16bcaf,2023-03-17T20:58:38,carlos096#0,6335b3878622e4e2bd1f199c,0x317bbc1927Be411CD05615d2Ffdf8d320C6C4052,mohammad_ranjbar_z#0,6334498b144cdd9b89d1a1a2,0x2Ea846Dc38C6b6451909F1E7ff2bF613a96DC1F3,For working on  new hotfix/release for polygon feature,DISCORD:679428761438912522:823570903219568700,DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise,8,34,13,,,,false,false,false,nikola_creatrix,0x9924285ff2207D6e36642B6832A515A6a3aedCAB,whyldwanderer,0xed8DB37778804A913670d9367aAf4F043AAd938b,karmaticacid,0xC46c67Bb7E84490D7EbdD0b8ecDaca68Cf3823F4,18.333333333333332
6414c66f65b606599e16bcb6,2023-03-17T20:58:39,mateodazab#0,6335afb18622e4e2bd1f15cb,0x00d18ca9782bE1CaEF611017c2Fbc1a39779A57C,mohammad_ranjbar_z#0,6334498b144cdd9b89d1a1a2,0x2Ea846Dc38C6b6451909F1E7ff2bF613a96DC1F3,For working on  new hotfix/release for polygon feature,DISCORD:679428761438912522:823570903219568700,DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise,8,21,21,,,,false,false,false,nikola_creatrix,0x9924285ff2207D6e36642B6832A515A6a3aedCAB,divine_comedian,0x826976d7C600d45FB8287CA1d7c76FC8eb732030,cuidadopeligro,0x8132505BAeDbAa7320b8F2340F65976Edc0e8fBc,16.666666666666668
6414c68c65b606599e16bcc5,2023-03-17T20:59:08,carlos096#0,6335b3878622e4e2bd1f199c,0x317bbc1927Be411CD05615d2Ffdf8d320C6C4052,mohammad_ranjbar_z#0,6334498b144cdd9b89d1a1a2,0x2Ea846Dc38C6b6451909F1E7ff2bF613a96DC1F3,For following up chainvine,DISCORD:679428761438912522:823570903219568700,DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise,8,21,8,,,,false,false,false,nikola_creatrix,0x9924285ff2207D6e36642B6832A515A6a3aedCAB,whyldwanderer,0xed8DB37778804A913670d9367aAf4F043AAd938b,karmaticacid,0xC46c67Bb7E84490D7EbdD0b8ecDaca68Cf3823F4,12.333333333333334
6414c68d65b606599e16bccc,2023-03-17T20:59:09,mateodazab#0,6335afb18622e4e2bd1f15cb,0x00d18ca9782bE1CaEF611017c2Fbc1a39779A57C,mohammad_ranjbar_z#0,6334498b144cdd9b89d1a1a2,0x2Ea846Dc38C6b6451909F1E7ff2bF613a96DC1F3,For following up chainvine,DISCORD:679428761438912522:823570903219568700,DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise,5,13,8,,,,false,false,false,nikola_creatrix,0x9924285ff2207D6e36642B6832A515A6a3aedCAB,divine_comedian,0x826976d7C600d45FB8287CA1d7c76FC8eb732030,cuidadopeligro,0x8132505BAeDbAa7320b8F2340F65976Edc0e8fBc,8.666666666666666
6414c69a65b606599e16bcdb,2023-03-17T20:59:22,divine_comedian#0,63330f21144cdd9b89d11bff,0x826976d7C600d45FB8287CA1d7c76FC8eb732030,mohammad_ranjbar_z#0,6334498b144cdd9b89d1a1a2,0x2Ea846Dc38C6b6451909F1E7ff2bF613a96DC1F3,For helping on polygon givback eligible tokens,DISCORD:679428761438912522:823570903219568700,DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise,13,8,13,,,,false,false,false,clarazi,0xa9ccD6b0919e43FD7CFC990572E43c3CF6a17397,whyldwanderer,0xed8DB37778804A913670d9367aAf4F043AAd938b,cuidadopeligro,0x8132505BAeDbAa7320b8F2340F65976Edc0e8fBc,11.333333333333334
6414ca0c65b606599e16bcea,2023-03-17T21:14:04,Amin#2164,63344aa8144cdd9b89d1a234,0xF23eA0b5F14afcbe532A1df273F7B233EBe41C78,mohammad_ranjbar_z#0,6334498b144cdd9b89d1a1a2,0x2Ea846Dc38C6b6451909F1E7ff2bF613a96DC1F3,"For working on our latest relase, chainvine and polygon",DISCORD:679428761438912522:823570903219568700,DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise,34,34,21,,,,false,false,false,clarazi,0xa9ccD6b0919e43FD7CFC990572E43c3CF6a17397,divine_comedian,0x826976d7C600d45FB8287CA1d7c76FC8eb732030,cuidadopeligro,0x8132505BAeDbAa7320b8F2340F65976Edc0e8fBc,29.666666666666668
6414ca0d65b606599e16bcf1,2023-03-17T21:14:05,alireza7612#0,63344b46144cdd9b89d1a2a9,0xd5Bd8da424Af4c9eb87Bc9eB94A8478365366Fa3,mohammad_ranjbar_z#0,6334498b144cdd9b89d1a1a2,0x2Ea846Dc38C6b6451909F1E7ff2bF613a96DC1F3,"For working on our latest relase, chainvine and polygon",DISCORD:679428761438912522:823570903219568700,DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise,55,34,21,,,,false,false,false,clarazi,0xa9ccD6b0919e43FD7CFC990572E43c3CF6a17397,whyldwanderer,0xed8DB37778804A913670d9367aAf4F043AAd938b,karmaticacid,0xC46c67Bb7E84490D7EbdD0b8ecDaca68Cf3823F4,36.666666666666664
6414ca0d65b606599e16bcf8,2023-03-17T21:14:05,carlos096#0,6335b3878622e4e2bd1f199c,0x317bbc1927Be411CD05615d2Ffdf8d320C6C4052,mohammad_ranjbar_z#0,6334498b144cdd9b89d1a1a2,0x2Ea846Dc38C6b6451909F1E7ff2bF613a96DC1F3,"For working on our latest relase, chainvine and polygon",DISCORD:679428761438912522:823570903219568700,DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise,8,0,0,,6414c66e65b606599e16bcaf,6414c66e65b606599e16bcaf,false,false,false,nikola_creatrix,0x9924285ff2207D6e36642B6832A515A6a3aedCAB,whyldwanderer,0xed8DB37778804A913670d9367aAf4F043AAd938b,karmaticacid,0xC46c67Bb7E84490D7EbdD0b8ecDaca68Cf3823F4,2.6666666666666665
6414ca0d65b606599e16bcff,2023-03-17T21:14:05,_cherik#0,63333b26144cdd9b89d12fc4,0x8F48094a12c8F99d616AE8F3305D5eC73cBAA6b6,mohammad_ranjbar_z#0,6334498b144cdd9b89d1a1a2,0x2Ea846Dc38C6b6451909F1E7ff2bF613a96DC1F3,"For working on our latest relase, chainvine and polygon",DISCORD:679428761438912522:823570903219568700,DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise,8,34,13,,,,false,false,false,nikola_creatrix,0x9924285ff2207D6e36642B6832A515A6a3aedCAB,whyldwanderer,0xed8DB37778804A913670d9367aAf4F043AAd938b,cuidadopeligro,0x8132505BAeDbAa7320b8F2340F65976Edc0e8fBc,18.333333333333332
