index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DISMISSED 1,DISMISSED 2,DISMISSED 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,SPREAD
168,6568a588610ffa10d15a483f,2023-11-30T15:08:56.569000Z,griffgreen#0,mohammad_ranjbar_z#0,For make GivConnect happen,89,144,3.0,65685626610ffa10d159c926,6560a1f055980622b85916b2,,False,False,False,whyldwanderer,nikola_creatrix,nicbals,1.0,141.0
242,6568b14f610ffa10d15a89b1,2023-11-30T15:59:11.933000Z,danidiabella#0,Tosin#8012,for your General management and leadership during the Giveth retreat.,34,144,5.0,,6560a17b55980622b85915e8,,False,False,False,cuidadopeligro,nikola_creatrix,nicbals,13.0,139.0
195,6568a7c0610ffa10d15a5943,2023-11-30T15:18:24.479000Z,griffgreen#0,santibcn#0,making GivConnect possible and being such an awesome leader,89,144,5.0,65685626610ffa10d159c926,6560a1f055980622b85916b2,,False,False,False,whyldwanderer,nikola_creatrix,nicbals,1.66666666666667,139.0
184,6568a6a6610ffa10d15a52aa,2023-11-30T15:13:42.633000Z,danidiabella#0,missgene#0,for taking time to meet with the hotel owner and the agent to discuss changes in the accommodation!,21,144,5.0,,6560a17b55980622b85915e8,,False,False,False,cuidadopeligro,nikola_creatrix,nicbals,8.66666666666667,139.0
183,6568a694610ffa10d15a51e7,2023-11-30T15:13:24.134000Z,griffgreen#0,NicoBals#2154,for making the Givretreat and Devconnect happen. You are the best!!,89,144,8.0,65685626610ffa10d159c926,6560a1f055980622b85916b2,,False,False,False,whyldwanderer,nikola_creatrix,nicbals,2.66666666666667,136.0
192,6568a720610ffa10d15a56f4,2023-11-30T15:15:44.051000Z,danidiabella#0,NicoBals#2154,for spearheading the Devconnect event. For taking care of us and for organizing the whole Devconnect!!,21,144,8.0,,6560a17b55980622b85915e8,,False,False,False,cuidadopeligro,nikola_creatrix,nicbals,9.66666666666667,136.0
179,6568a65c610ffa10d15a4ed7,2023-11-30T15:12:28.086000Z,griffgreen#0,missgene#0,"for making the GIVconnect or retreat happen in real life, as well as for leading a lot of work sessions in Istanbul!",89,144,8.0,65685626610ffa10d159c926,6560a1f055980622b85916b2,,False,False,False,whyldwanderer,nikola_creatrix,nicbals,2.66666666666667,136.0
2,655f314b55980622b857c4e8,2023-11-23T11:02:35.889000Z,griffgreen#0,mohammad_ranjbar_z#0,"For gethering all people together here in Istanbul, for his hugging, his smile and his vibe, I'm glad that I saw you IRL",89,144,13.0,6560a1f055980622b85916b2,,,False,False,False,whyldwanderer,nikola_creatrix,nicbals,52.3333333333333,131.0
224,6568accf610ffa10d15a6b56,2023-11-30T15:39:59.410000Z,griffgreen#0,Tosin#8012,for making the GIVconnect retreat possible. It couldn’t have happened without you,89,144,13.0,65685626610ffa10d159c926,6560a1f055980622b85916b2,,False,False,False,whyldwanderer,nikola_creatrix,nicbals,4.33333333333333,131.0
104,656857ff610ffa10d159d22d,2023-11-30T09:38:07.359000Z,whyldwanderer#0,freshelle,"for hosting a much-needed ""after work"" hangout in their room during the retreat week! It provided a break and chill time after heavy group sessions during the day. Also, thank you for the enjoyable time on my last night in Istanbul, watching a movie together. It’s always great hanging out with you!",21,144,21.0,,,,False,False,False,cuidadopeligro,nikola_creatrix,nicbals,62.0,123.0
