,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
0,168,6568a588610ffa10d15a483f,2023-11-30T15:08:56.569000Z,griffgreen#0,mohammad_ranjbar_z#0,For make GivConnect happen,65685626610ffa10d159c926,6560a1f055980622b85916b2,0,whyldwanderer,nikola_creatrix,nicbals,1.0,144.0,False,For make GivConnect happen
1,242,6568b14f610ffa10d15a89b1,2023-11-30T15:59:11.933000Z,danidiabella#0,Tosin#8012,for your General management and leadership during the Giveth retreat.,0,6560a17b55980622b85915e8,0,cuidadopeligro,nikola_creatrix,nicbals,13.0,144.0,False,for your General management and leadership during the Giveth retreat.
2,195,6568a7c0610ffa10d15a5943,2023-11-30T15:18:24.479000Z,griffgreen#0,santibcn#0,making GivConnect possible and being such an awesome leader,65685626610ffa10d159c926,6560a1f055980622b85916b2,0,whyldwanderer,nikola_creatrix,nicbals,1.66666666666667,144.0,False,making GivConnect possible and being such an awesome leader
3,184,6568a6a6610ffa10d15a52aa,2023-11-30T15:13:42.633000Z,danidiabella#0,missgene#0,for taking time to meet with the hotel owner and the agent to discuss changes in the accommodation!,0,6560a17b55980622b85915e8,0,cuidadopeligro,nikola_creatrix,nicbals,8.66666666666667,144.0,False,for taking time to meet with the hotel owner and the agent to discuss changes in the accommodation!
4,183,6568a694610ffa10d15a51e7,2023-11-30T15:13:24.134000Z,griffgreen#0,NicoBals#2154,for making the Givretreat and Devconnect happen. You are the best!!,65685626610ffa10d159c926,6560a1f055980622b85916b2,0,whyldwanderer,nikola_creatrix,nicbals,2.66666666666667,144.0,False,for making the Givretreat and Devconnect happen. You are the best!!
5,192,6568a720610ffa10d15a56f4,2023-11-30T15:15:44.051000Z,danidiabella#0,NicoBals#2154,for spearheading the Devconnect event. For taking care of us and for organizing the whole Devconnect!!,0,6560a17b55980622b85915e8,0,cuidadopeligro,nikola_creatrix,nicbals,9.66666666666667,144.0,False,for spearheading the Devconnect event. For taking care of us and for organizing the whole Devconnect!!
6,179,6568a65c610ffa10d15a4ed7,2023-11-30T15:12:28.086000Z,griffgreen#0,missgene#0,"for making the GIVconnect or retreat happen in real life, as well as for leading a lot of work sessions in Istanbul!",65685626610ffa10d159c926,6560a1f055980622b85916b2,0,whyldwanderer,nikola_creatrix,nicbals,2.66666666666667,144.0,False,"for making the GIVconnect or retreat happen in real life, as well as for leading a lot of work sessions in Istanbul!"
7,2,655f314b55980622b857c4e8,2023-11-23T11:02:35.889000Z,griffgreen#0,mohammad_ranjbar_z#0,"For gethering all people together here in Istanbul, for his hugging, his smile and his vibe, I'm glad that I saw you IRL",6560a1f055980622b85916b2,0,0,whyldwanderer,nikola_creatrix,nicbals,52.3333333333333,144.0,False,"For gethering all people together here in Istanbul, for his hugging, his smile and his vibe, I'm glad that I saw you IRL"
8,224,6568accf610ffa10d15a6b56,2023-11-30T15:39:59.410000Z,griffgreen#0,Tosin#8012,for making the GIVconnect retreat possible. It couldn’t have happened without you,65685626610ffa10d159c926,6560a1f055980622b85916b2,0,whyldwanderer,nikola_creatrix,nicbals,4.33333333333333,144.0,False,for making the GIVconnect retreat possible. It couldn’t have happened without you
15,193,6568a78a610ffa10d15a57b5,2023-11-30T15:17:30.858000Z,griffgreen#0,MAYE#1208,"For making the retreat and all the Giveth Galaxy exist!! I mean, wow... I feel very fortunate to be able to be amongst all these incredible people. As I want to praise him for being so great at explaining incredibly complex themes such as Gurves in a very easy way so that I understand !",65685626610ffa10d159c926,6560a1f055980622b85916b2,0,whyldwanderer,nikola_creatrix,nicbals,11.3333333333333,144.0,False,"For making the retreat and all the Giveth Galaxy exist!! I mean, wow... I feel very fortunate to be able to be amongst all these incredible people. As I want to praise him for being so great at explaining incredibly complex themes such as Gurves in a very easy way so that I understand !"
