,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
2,47,64075113392b1017e3827b61,2023-03-07T15:58:27,cotabe#0,ClaraZi#5313,for all the hard work and obstacles overcome representing Giveth @ FLII,6405f626392b1017e3827b16,0,6405f626392b1017e3827b16,divine_comedian,suga,clarazi,0.3333333333333333,144.0,False,for all the hard work and obstacles overcome representing Giveth @ FLII
3,238,6409f4cb392b1017e38283ef,2023-03-09T16:01:31,cotabe#0,carlos096#0,for handling mexico gathering! and presenting giveth!,0,0,6405f626392b1017e3827b16,divine_comedian,suga,clarazi,8.0,144.0,False,for handling mexico gathering! and presenting giveth!
4,269,6409f7ff392b1017e382851a,2023-03-09T16:15:11,cotabe#0,freshelle#0,for representing Giveth at FLII!!!! <3,6405f626392b1017e3827b16,0,6405f626392b1017e3827b16,divine_comedian,suga,clarazi,1.0,144.0,False,for representing Giveth at FLII!!!! <3
5,608,641331c365b606599e16ba85,2023-03-16T16:12:03,divine_comedian#0,Jake🐍#0203,for working super hard on PFP release. Can't wait to see the 1250 digital art pieces out there in the web3 galaxy,64122e20392b1017e3828c26,0,64122e20392b1017e3828c26,hanners717,suga,clarazi,1.0,144.0,False,for working super hard on PFP release. Can't wait to see the 1250 digital art pieces out there in the web3 galaxy
6,251,6409f55f392b1017e382846a,2023-03-09T16:03:59,cotabe#0,oyealmond#0,for a great Giveth representation at the FLII conference in la Riviera Maya!,6405f626392b1017e3827b16,0,6405f626392b1017e3827b16,divine_comedian,suga,clarazi,1.0,144.0,False,for a great Giveth representation at the FLII conference in la Riviera Maya!
7,359,640aaf4d392b1017e38288dd,2023-03-10T05:17:17,cotabe#0,hanners717#0,for all their hard work and pitching Giveth at the FLII.,6405f626392b1017e3827b16,0,6405f626392b1017e3827b16,divine_comedian,suga,clarazi,1.0,144.0,False,for all their hard work and pitching Giveth at the FLII.
8,186,6409f1eb392b1017e382818b,2023-03-09T15:49:15,cotabe#0,Jake🐍#0203,and anyone else who went to FLII and was pounding the floors at the same time as ETH-D. So cool to be crushing it from mulitple America's,6405f626392b1017e3827b16,0,6405f626392b1017e3827b16,divine_comedian,suga,clarazi,1.0,144.0,False,and anyone else who went to FLII and was pounding the floors at the same time as ETH-D. So cool to be crushing it from mulitple America's
9,159,6409f116392b1017e382805c,2023-03-09T15:45:42,cotabe#0,brichis#0,"for all the things he made to make FLII possible, always with a great attitude and energy. It was a pleasure to meet you!",0,6405f626392b1017e3827b16,6405f626392b1017e3827b16,suga,divine_comedian,clarazi,1.6666666666666667,144.0,False,"for all the things he made to make FLII possible, always with a great attitude and energy. It was a pleasure to meet you!"
10,163,6409f165392b1017e3828098,2023-03-09T15:47:01,griffgreen#0,Jake🐍#0203,for their amazing presentations at ETH Denver and to Griff for taking some time to walk with me / shill Giveth,640024ca392b1017e38279f4,0,0,cuidadopeligro,suga,missgene,1.6666666666666667,144.0,False,for their amazing presentations at ETH Denver and to Griff for taking some time to walk with me / shill Giveth
11,32,6400bc98392b1017e3827a8d,2023-03-02T16:11:20,griffgreen#0,ClaraZi#5313,for talks at ETHDenver - always passionate and articulate 💜  thank-you,640024ca392b1017e38279f4,0,0,cuidadopeligro,suga,missgene,1.6666666666666667,144.0,False,for talks at ETHDenver - always passionate and articulate 💜  thank-you
12,314,640a03af392b1017e3828718,2023-03-09T17:05:03,griffgreen#0,freshelle#0,for representing Giveth in ETH Denver - being a celebrity judge and giving amazing talks at DAO Denver and Schelling Point.,640024ca392b1017e38279f4,0,0,cuidadopeligro,suga,missgene,1.6666666666666667,144.0,False,for representing Giveth in ETH Denver - being a celebrity judge and giving amazing talks at DAO Denver and Schelling Point.
13,168,6409f191392b1017e38280d4,2023-03-09T15:47:45,griffgreen#0,karmaticacid#0,"for giving an epic talk ""combatting the metacris"" at eth denver, and all the work that went into it before reseraching, talking to people, shilling",640024ca392b1017e38279f4,0,0,cuidadopeligro,suga,missgene,1.6666666666666667,144.0,False,"for giving an epic talk ""combatting the metacris"" at eth denver, and all the work that went into it before reseraching, talking to people, shilling"
