index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DISMISSED 1,DISMISSED 2,DISMISSED 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,SPREAD
32,65ae802d794ccb911d43bc1e,2024-01-22T14:48:13.737000Z,mosaeedi#0,freshelle,"for bringing in revenue through their services provided to General Magic last month. Your ability to manage multiple projects and remain flexible is commendable! Giveth earned $2,404.07 for DECEMBER 2023. AMAZING! 🙌🏼",34.0,3,144,,,,False,False,False,nicbals,danibelle_the_uno_and_only,nikola_creatrix,60.3333333333333,141.0
133,65b51358794ccb911d49de4b,2024-01-27T14:29:44.339000Z,soildao,danidiabella#0,"For crushing the QF rounds, hosting training and onboarding sessions for donors like a champ, launching the Stewards NFT and building a platform that will literally save the earth 🌎",34.0,8,144,,,,False,False,False,nicbals,missgene,nikola_creatrix,62.0,136.0
80,65b27c79794ccb911d46ca1a,2024-01-25T15:21:29.488000Z,divine_comedian#0,juancamp1987,For the Multisign integration,,8,144,,,,False,False,False,mateodaza,missgene,mettodo7010,50.6666666666667,136.0
122,65b35855794ccb911d4785d6,2024-01-26T06:59:33.454000Z,karmaticacid#0,snakey_jakey.,'s mom for attending two meetings this week. Great when family gets involved with your passion too. Support system max!,34.0,144,8,,,,False,False,False,freshelle,juan_work,nikola_creatrix,62.0,136.0
123,65b358cb794ccb911d4786b7,2024-01-26T07:01:31.122000Z,griffgreen#0,snakey_jakey.,"for all the amazing 1;1 calls, the little bonus gift under the tree and for the assistance with the new town hall slides. He really does keep the system moving forward and its impressive to watch his wheels spin",8.0,144,21,,65aa626b794ccb911d41058f,,False,False,False,nicbals,juan_work,geleeroyale,9.66666666666667,136.0
16,65aa626b794ccb911d41058f,2024-01-19T11:52:11.803000Z,griffgreen#0,snakey_jakey.,"for all the incredible 1:1's this week. Every week is a new journey with you, and its just a pleasure to be in the boat with ya, Capt! ⛵",8.0,144,21,,,,False,False,False,nicbals,juan_work,geleeroyale,57.6666666666667,136.0
85,65b27e58794ccb911d46cc3d,2024-01-25T15:29:28.186000Z,divine_comedian#0,Juankbell#7458,for Safe integration on the Giveth dApp,,8,144,,,65b27c79794ccb911d46ca1a,False,False,False,mateodaza,missgene,mettodo7010,2.66666666666667,136.0
72,65b0bf9d794ccb911d456c1c,2024-01-24T07:43:25.718000Z,griffgreen#0,Amin#2164,for putting huge effort to mobilize the team to fix dApp reliability issue and distinguishing right priorities at right time.,8.0,144,55,,,,False,False,False,nicbals,juan_work,geleeroyale,69.0,136.0
106,65b285a5794ccb911d46dd37,2024-01-25T16:00:37.355000Z,karmaticacid#0,greenbee9327,for coordinating on upcoming QF priorities and working with developers to improve user experiences.,34.0,144,13,,,,False,False,False,freshelle,juan_work,nikola_creatrix,63.6666666666667,131.0
93,65b28236794ccb911d46d3cc,2024-01-25T15:45:58.269000Z,mateodazab#0,moenick,for his proposal fimding missed donation,34.0,144,13,,,,False,False,False,freshelle,juan_work,nikola_creatrix,63.6666666666667,131.0
