,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
0,240,6527f7245b301983ec97ddad,2023-10-12T13:39:48.627000Z,danidiabella#0,nikolacreatrix#0,"for doing such a great job at coordinating and cat-herding for the Giveth retreat, you are sent by God this time for sure, because not anyone could coordinate such a big event!",6526ec4747b8c52db99bbb36,0,0.0,cuidadopeligro,makkiyzy,suga,6.0,144.0,False,"for doing such a great job at coordinating and cat-herding for the Giveth retreat, you are sent by God this time for sure, because not anyone could coordinate such a big event!"
1,231,6527b2e247b8c52db99ca428,2023-10-12T08:48:34.939000Z,danidiabella#0,Jake🐍#0203,aka DaniConnect & HanConnect for all their incredible and deeply understanding work & handling of the upcoming GIV retreat. Not an easy task but they are handling it like two wedding pros. <:rainbowcorn:809549314501902357>,6526ec4747b8c52db99bbb36,0,0.0,cuidadopeligro,makkiyzy,suga,8.666666666666666,144.0,False,aka DaniConnect & HanConnect for all their incredible and deeply understanding work & handling of the upcoming GIV retreat. Not an easy task but they are handling it like two wedding pros. <:rainbowcorn:809549314501902357>
4,200,652778c747b8c52db99c0c06,2023-10-12T04:40:39.535000Z,danidiabella#0,cotabe,For the amazing job they are doing supporting on the organization of devconnect,6526ec4747b8c52db99bbb36,0,0.0,cuidadopeligro,makkiyzy,suga,4.333333333333333,144.0,False,For the amazing job they are doing supporting on the organization of devconnect
5,207,652790ed47b8c52db99c3ad9,2023-10-12T06:23:41.023000Z,danidiabella#0,hanners717#0,for being a great sounding board as we plan our GivConnect event!!!,6526ec4747b8c52db99bbb36,0,0.0,cuidadopeligro,makkiyzy,suga,4.333333333333333,144.0,False,for being a great sounding board as we plan our GivConnect event!!!
8,143,6520f3ee47b8c52db99711cd,2023-10-07T06:00:14.215000Z,danidiabella#0,mohammad_ranjbar_z#0,For trying hard to hold the Istanbul retreat in best way,651e98a08abf76f4f8f973d5,0,0.0,cuidadopeligro,makkiyzy,suga,2.6666666666666665,89.0,False,For trying hard to hold the Istanbul retreat in best way
9,108,651ed23d881a59fe3ba608bd,2023-10-05T15:11:57.934000Z,danidiabella#0,divine_comedian#0,"for organizing devconnect, facilitating calls, planning our agenda and securing our accomodations!",651e98a08abf76f4f8f973d5,0,0.0,cuidadopeligro,makkiyzy,suga,4.333333333333333,89.0,False,"for organizing devconnect, facilitating calls, planning our agenda and securing our accomodations!"
11,60,651ec6b1881a59fe3ba5e343,2023-10-05T14:22:41.568000Z,danidiabella#0,hanners717#0,"for writting a killer forum post about DevConnect Planning, bringing transparency to our accounting and logistics. Thank you for your high levels of communication!!",651e98a08abf76f4f8f973d5,0,0.0,cuidadopeligro,makkiyzy,suga,4.333333333333333,89.0,False,"for writting a killer forum post about DevConnect Planning, bringing transparency to our accounting and logistics. Thank you for your high levels of communication!!"
17,290,652c79925b301983ec9b740a,2023-10-15T23:45:22.278000Z,hanners717#0,freshelle,for putting up a form post to cover all questions contributors might have about the GivConnect Retreat and Devconnect! Thank you being so proactive in responding to follow up questions as well. You're the best!!,652c77575b301983ec9b733b,0,0.0,cuidadopeligro,whyldwanderer,suga,1.0,55.0,False,for putting up a form post to cover all questions contributors might have about the GivConnect Retreat and Devconnect! Thank you being so proactive in responding to follow up questions as well. You're the best!!
19,107,651ed23d881a59fe3ba608bc,2023-10-05T15:11:57.933000Z,hanners717#0,divine_comedian#0,"for organizing devconnect, facilitating calls, planning our agenda and securing our accomodations!",651e98a08abf76f4f8f973d4,0,0.0,cuidadopeligro,whyldwanderer,suga,1.6666666666666667,55.0,False,"for organizing devconnect, facilitating calls, planning our agenda and securing our accomodations!"
20,144,6520f3ee47b8c52db99711cc,2023-10-07T06:00:14.215000Z,hanners717#0,mohammad_ranjbar_z#0,For trying hard to hold the Istanbul retreat in best way,651e98a08abf76f4f8f973d4,0,0.0,cuidadopeligro,whyldwanderer,suga,1.6666666666666667,55.0,False,For trying hard to hold the Istanbul retreat in best way
30,238,6527f4c75b301983ec97dc25,2023-10-12T13:29:43.327000Z,divine_comedian#0,nikolacreatrix#0,"for being on top of our working group road map, and on top of his great leading position in DAO ops, a great S2 proposal that serves as an example for other groups,. I feel like I don't praise you enough but you really do deserve to be praised for everything and all you do. The DAO wouldn't be the same without you.",6523e45f47b8c52db998a149,0,0.0,cuidadopeligro,makkiyzy,ramin,5.333333333333333,34.0,False,"for being on top of our working group road map, and on top of his great leading position in DAO ops, a great S2 proposal that serves as an example for other groups,. I feel like I don't praise you enough but you really do deserve to be praised for everything and all you do. The DAO wouldn't be the same without you."
34,278,652c75a85b301983ec9b6d03,2023-10-15T23:28:40.646000Z,divine_comedian#0,freshelle,for working hard and did all the coordination with DAO Ops season 2 WG proposal!,6523e45f47b8c52db998a149,0,0.0,cuidadopeligro,makkiyzy,ramin,3.6666666666666665,34.0,False,for working hard and did all the coordination with DAO Ops season 2 WG proposal!
