"id","date","to user account","to user account id","to eth address","from user account","from user account id","from eth address","reason","source id","source name","score 1","score 2","score 3","duplicate id 1","duplicate id 2","duplicate id 3","dismissed 1","dismissed 2","dismissed 3","quantifier 1 username","quantifier 1 eth address","quantifier 2 username","quantifier 2 eth address","quantifier 3 username","quantifier 3 eth address","avg score"
"63736a357492eab52e0d91d3","2022-11-15T10:30:13.485Z","Nicbals#2154","6335aa8b8622e4e2bd1f134f","0xd9D5d85B2682830aC58A78c279E0C177953738b4","freshelle#9882","63345c87144cdd9b89d1aaae","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","for submitting their October 2022 time report. This is super helpful on our DAO accounting, specially on providing accurate figures on how much each working group is spending every month. Thank you all so much for the patience on doing this administrative work every month. 💜","DISCORD:679428761438912522:823570903219568700","DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise",1,21,21,,,,false,false,false,"Ramin#4479","0x10a84b835C5df26f2A380B3E00bCC84A66cD2d34","WhyldWanderer#7002","0xed8DB37778804A913670d9367aAf4F043AAd938b","freshelle#9882","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6",14.33
"63736a357492eab52e0d91da","2022-11-15T10:30:13.766Z","Rodricast#1415","6335b35d8622e4e2bd1f196f","0xb0DDEa60ae36eFA8C298b46Ab342309FdFFd66cf","freshelle#9882","63345c87144cdd9b89d1aaae","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","for submitting their October 2022 time report. This is super helpful on our DAO accounting, specially on providing accurate figures on how much each working group is spending every month. Thank you all so much for the patience on doing this administrative work every month. 💜","DISCORD:679428761438912522:823570903219568700","DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise",13,21,21,,,,false,false,false,"brichis#6933","0x7fC80faD32Ec41fd5CfcC14EeE9C31953b6B4a8B","WhyldWanderer#7002","0xed8DB37778804A913670d9367aAf4F043AAd938b","freshelle#9882","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6",18.33
"63736a367492eab52e0d91e1","2022-11-15T10:30:14.144Z","Cori#8483","633358b9144cdd9b89d13ccd","0xD1Da06878d2817A358498C384418417A752Dfa68","freshelle#9882","63345c87144cdd9b89d1aaae","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","for submitting their October 2022 time report. This is super helpful on our DAO accounting, specially on providing accurate figures on how much each working group is spending every month. Thank you all so much for the patience on doing this administrative work every month. 💜","DISCORD:679428761438912522:823570903219568700","DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise",1,5,21,,,,false,false,false,"Ramin#4479","0x10a84b835C5df26f2A380B3E00bCC84A66cD2d34","cuidadopeligro#4788","0x8132505BAeDbAa7320b8F2340F65976Edc0e8fBc","freshelle#9882","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6",9
"63736a367492eab52e0d91e8","2022-11-15T10:30:14.437Z","missgene#7773","6335b15e8622e4e2bd1f1712","0xbE6f56Ed9E10E5F58876F7bDF1C83EeDaa721fbc","freshelle#9882","63345c87144cdd9b89d1aaae","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","for submitting their October 2022 time report. This is super helpful on our DAO accounting, specially on providing accurate figures on how much each working group is spending every month. Thank you all so much for the patience on doing this administrative work every month. 💜","DISCORD:679428761438912522:823570903219568700","DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise",13,3,8,,,,false,false,false,"brichis#6933","0x7fC80faD32Ec41fd5CfcC14EeE9C31953b6B4a8B","Danibelle the Uno and Only#6791","0x5D28FE1e9F895464aab52287d85Ebff32B351674","Nikola Creatrix#5026","0x9924285ff2207D6e36642B6832A515A6a3aedCAB",8
"63736a367492eab52e0d91f0","2022-11-15T10:30:14.897Z","Sym#3186","633ecd508622e4e2bd22e041","0xcDD90AbC4c89C5e47C0cd82F2022a5879d51Af3f","freshelle#9882","63345c87144cdd9b89d1aaae","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6","for submitting their October 2022 time report. This is super helpful on our DAO accounting, specially on providing accurate figures on how much each working group is spending every month. Thank you all so much for the patience on doing this administrative work every month. 💜","DISCORD:679428761438912522:823570903219568700","DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise",13,21,3,,,,false,false,false,"brichis#6933","0x7fC80faD32Ec41fd5CfcC14EeE9C31953b6B4a8B","WhyldWanderer#7002","0xed8DB37778804A913670d9367aAf4F043AAd938b","toraif#4775","0xe628534EAaFD27ae8C98e02967586fAD4cc70152",12.33
"63739f5c7492eab52e0d9202","2022-11-15T14:17:00.255Z","Crypto Earthling#3627","6362cabf8622e4e2bd327bec",,"karmaticacid#1218","63333aed144cdd9b89d12f9d","0xC46c67Bb7E84490D7EbdD0b8ecDaca68Cf3823F4","for great communication around the CULT regenfarm and catching an important fix we needed to make for the UI to sync correctly","DISCORD:679428761438912522:835168432520429578","DISCORD:Giveth:%F0%9F%92%AC%E2%94%8Bsupport",1,13,34,,,,false,false,false,"Ramin#4479","0x10a84b835C5df26f2A380B3E00bCC84A66cD2d34","cuidadopeligro#4788","0x8132505BAeDbAa7320b8F2340F65976Edc0e8fBc","freshelle#9882","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6",16
"6373a7b77492eab52e0d9211","2022-11-15T14:52:39.935Z","karmaticacid#1218","63333aed144cdd9b89d12f9d","0xC46c67Bb7E84490D7EbdD0b8ecDaca68Cf3823F4","cuidadopeligro#4788","6334448a144cdd9b89d19f4c","0x8132505BAeDbAa7320b8F2340F65976Edc0e8fBc","For their relentless work and always being on top of keeping the farms running smoothly after the exploit!","DISCORD:679428761438912522:823570903219568700","DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise",0,21,34,,,,false,false,false,"brichis#6933","0x7fC80faD32Ec41fd5CfcC14EeE9C31953b6B4a8B","cuidadopeligro#4788","0x8132505BAeDbAa7320b8F2340F65976Edc0e8fBc","freshelle#9882","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6",27.5
"6373a7b87492eab52e0d9218","2022-11-15T14:52:40.228Z","Amin#2164","63344aa8144cdd9b89d1a234","0xF23eA0b5F14afcbe532A1df273F7B233EBe41C78","cuidadopeligro#4788","6334448a144cdd9b89d19f4c","0x8132505BAeDbAa7320b8F2340F65976Edc0e8fBc","For their relentless work and always being on top of keeping the farms running smoothly after the exploit!","DISCORD:679428761438912522:823570903219568700","DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise",0,34,21,,,,false,false,false,"brichis#6933","0x7fC80faD32Ec41fd5CfcC14EeE9C31953b6B4a8B","WhyldWanderer#7002","0xed8DB37778804A913670d9367aAf4F043AAd938b","toraif#4775","0xe628534EAaFD27ae8C98e02967586fAD4cc70152",27.5
"6373a80a7492eab52e0d9227","2022-11-15T14:54:02.482Z","Almond | oyealmond#7049","63335947144cdd9b89d13d13","0x0D22735DE6d34DC2ed5efDbC2f30D7Aa8e2B9F8e","cuidadopeligro#4788","6334448a144cdd9b89d19f4c","0x8132505BAeDbAa7320b8F2340F65976Edc0e8fBc","For her iniative in creating so many new spaces for communicating and spreading the Giveth mission!","DISCORD:679428761438912522:823570903219568700","DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise",144,34,21,,,,false,false,false,"ClaraZi#5313","0xa9ccD6b0919e43FD7CFC990572E43c3CF6a17397","WhyldWanderer#7002","0xed8DB37778804A913670d9367aAf4F043AAd938b","Nikola Creatrix#5026","0x9924285ff2207D6e36642B6832A515A6a3aedCAB",66.33
"6373a84a7492eab52e0d9236","2022-11-15T14:55:06.020Z","Nicbals#2154","6335aa8b8622e4e2bd1f134f","0xd9D5d85B2682830aC58A78c279E0C177953738b4","cuidadopeligro#4788","6334448a144cdd9b89d19f4c","0x8132505BAeDbAa7320b8F2340F65976Edc0e8fBc","For visiting the Giveth house! It was so nice meeting in person!","DISCORD:679428761438912522:823570903219568700","DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise",1,13,8,,,,false,false,false,"Ramin#4479","0x10a84b835C5df26f2A380B3E00bCC84A66cD2d34","WhyldWanderer#7002","0xed8DB37778804A913670d9367aAf4F043AAd938b","freshelle#9882","0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6",7.33
"6373aa617492eab52e0d924c","2022-11-15T15:04:01.950Z","cuidadopeligro#4788","6334448a144cdd9b89d19f4c","0x8132505BAeDbAa7320b8F2340F65976Edc0e8fBc","Jake🐍#0203","63331841144cdd9b89d12069","0xB9573982875b83aaDc1296726E2ae77D13D9B98F","for not only organizing but holding down the ETHgathering at the GIV house","DISCORD:679428761438912522:823570903219568700","DISCORD:Giveth:%F0%9F%92%9C%E2%94%8Bpraise",0,21,13,,,,false,false,false,"brichis#6933","0x7fC80faD32Ec41fd5CfcC14EeE9C31953b6B4a8B","WhyldWanderer#7002","0xed8DB37778804A913670d9367aAf4F043AAd938b","Nikola Creatrix#5026","0x9924285ff2207D6e36642B6832A515A6a3aedCAB",17
